"bill_id","term","session","title","keywords","long_title","summary","commem"
"HB21-1011","2021_2022","2021-RS","Multilingual Ballot Access For Voters","Elections & Redistricting","Concerning the expansion of multilingual ballot access for electors in the state, and, in connection therewith, making an appropriation.","The act requires the secretary of state (secretary) and county clerk and recorders (county clerk) of certain counties to provide multilingual ballot access.The secretary is required to establish a multilingual ballot hotline (hotline) to provide access to qualified translators or interpreters in each of the languages in the state that has at least 2,000 citizens age 18 years or older who speak English less than very well and who speak a shared minority language at home, and in any additional languages the secretary determines by rules is necessary to assist electors in translating ballot language. The secretary is required to establish the hotline for use during the general election held in November 2022, and for every general election and statewide odd-year election thereafter. The act specifies when the hotline must be available during voting periods. The secretary is also required to:Provide notice of the hotline to electors through election day; Ensure that the translators who provide translations for the multilingual hotline are qualified translators or interpreters; and Promulgate rules as may be necessary to create and administer the hotline. The county clerk of any county that satisfies specified criteria is required to create, in coordination with the secretary, a minority language sample ballot (sample ballot) in any minority language spoken in the county that satisfies the following:The minority language is spoken by at least 2,000 citizens in the county age 18 years or older, who speak English less than very well, and who speak the minority language at home; or The minority language is spoken by at least 2.5% of citizens in the county age 18 years or older, who speak English less than very well, and who speak the minority language at home. The act specifies that the sample ballot must include all of the same content that is on the English language ballot and also specifies the format of the sample ballot. In addition, the act requires that the sample ballots be available for the general election held in November 2022, and for each general election and statewide odd-year election thereafter.The county clerk of any county that satisfies specified criteria is required to provide, upon the request of an elector, an in-person minority language ballot (in-person ballot) in any minority language spoken in the county that satisfies the same criteria specified for sample ballots. An in-person ballot can be a ballot on demand, a ballot from a printed stock of ballots, or a ballot via an electronic voting device.The act specifies that the in-person ballot must include all of the same content that is on the English language ballot and specifies that in-person ballots are required to be available for the general election held in November 2022, and for each general election and statewide odd-year election thereafter.The secretary is required to determine, pursuant to specified criteria, which counties in the state are required to provide multilingual ballot access by creating a sample ballot and providing an in-person ballot, and to notify the county clerk of any county that is required to provide such multilingual ballot access.Legislative council staff is required to provide to the secretary a translation of all statewide ballot questions or issues that will appear on the ballot in every language in which a minority language sample ballot must be provided in the state. The secretary is required to provide each county clerk that is required to provide multilingual ballot access with a translation in the applicable minority language or languages of all content that is certified to the county clerks by the secretary of state for use by the county clerk in creating the multilingual ballot access.For the 2021-22 state fiscal year, $82,800 is appropriated from the department of state cash fund to the department of state for use by the information technology division to implement the act.(Note: This summary applies to this bill as enacted.)",0
"HB21-1012","2021_2022","2021-RS","Expand Prescription Drug Monitoring Program","Professions & Occupations","Concerning expansion of the prescription drug monitoring program to track information regarding all prescription drugs prescribed in Colorado, and, in connection therewith, making an appropriation.","Current law requires the prescription drug monitoring program (program) to track all controlled substances prescribed in Colorado. The act requires the state board of pharmacy (board) to determine if the program should track all prescription drugs prescribed in this state. If the board determines that all drugs should be tracked, the act requires the board to promulgate rules to include all prescription drugs in the program. If the board determines that one or more drugs should not be tracked through the program, the act requires the board to publicly note the justification for the exclusions.$61,118 is appropriated from the prescription drug monitoring fund to the department of regulatory agencies for use by the division of professions and occupations to implement the act.(Note: This summary applies to this bill as enacted.)",0
"HB21-1013","2021_2022","2021-RS","Division Of Domestic Stock Insurer","Insurance","Concerning the division of a domestic stock insurer into multiple resulting domestic stock insurers, and, in connection therewith, making an appropriation.","The act states that a domestic stock insurer (dividing insurer) may divide into 2 or more resulting insurers pursuant to a plan of division. A plan of division must include:The name of the dividing insurer; The name of each resulting insurer created by the proposed division and, for each resulting insurer, a copy of proposed articles of incorporation and proposed bylaws; The manner of allocating assets and liabilities, including policy liabilities, between or among all resulting insurers; The manner of distributing shares in the resulting insurers to the dividing insurer or the dividing insurer's shareholders; A reasonable description of all liabilities and all assets that the dividing insurer proposes to allocate to each resulting insurer, including the manner by which the dividing insurer proposes to allocate all reinsurance contracts; All terms and conditions required by the laws of this state and the articles of incorporation and bylaws of the dividing insurer; and All other terms and conditions required by the division. A plan of division must include additional provisions, the nature of which depends on whether the dividing insurer will survive the division.A dividing insurer shall file a plan of division with the commissioner of insurance (commissioner) only after the plan of division has been approved in accordance with all provisions of the dividing insurer's articles of incorporation and bylaws. The commissioner shall approve the plan of division if, after considering certain criteria, the commissioner finds that certain requirements are met. If the commissioner approves a plan of division, an officer or duly authorized representative of the dividing insurer shall sign a certificate of division that sets forth certain information concerning the division.The act establishes procedures for amending and abandoning plans of division.The act provides for the protection of confidential information, documents, and materials that are submitted to, obtained by, or disclosed to the commissioner in connection with a plan of division or in contemplation of a plan of division.For the 2021-22 state fiscal year, the act appropriates $10,729 from the division of insurance cash fund to the department of regulatory agencies for use by the division of insurance to implement the act.(Note: This summary applies to this bill as enacted.)",0
"HB21-1014","2021_2022","2021-RS","Disability Symbol Identification Document","Transportation & Motor Vehicles","Concerning the ability of a person to voluntarily disclose disability information to the department of revenue, and, in connection therewith, making an appropriation.","The act creates an option for a person with a disability that interfere's with the person' ability to effectively communicate with a peace officer to request that the department of revenue (department) place a discreet disability identifier symbol on the person's driver's license or identification card. The symbol must represent all types of disabilities, such as cognitive disabilities, neurological diversities, mental health disorders, sensory needs, chronic illness, chronic pain, and physical disabilities. The person may also choose to have the disability information removed from the driver's license or identification card and the department will issue a new driver's license or identification card. There is no fee to either place the symbol on or remove the symbol from a driver's license or identification card.The act also requires the department to collect information that the owner of a vehicle voluntarily discloses about the disability of a person who is either authorized to drive, or a regular passenger of, the registered vehicle. The department shall make this information immediately available to a peace officer who queries information about the registered vehicle. The vehicle owner may also choose to have the disability information removed from the vehicle registration information.The department is required to notify peace officers about the creation of the disability identifier symbol and the availability of information regarding the disability of a driver or passenger of a motor vehicle.By January 15, 2023, and each year thereafter, the department is required to report to legislative committees the percentage of persons who register a vehicle and have disclosed disability information.To implement the act, $89,298 is appropriated from the general fund to the department of revenue.(Note: This summary applies to this bill as enacted.)",0
"HB21-1015","2021_2022","2021-RS","Security Protections Criminal Justice Personnel","Crimes, Corrections, & Enforcement
Local Government
State Government","Concerning security protections for certain criminal justice system personnel.","Under current law, it is unlawful for a person to make available on the internet the personal information of certain law enforcement officials or certain human services workers if the dissemination of the personal information poses an imminent and serious threat to the official's or the worker's safety or to the safety of the official's or the worker's immediate family. The act extends the crime to include the following persons:An employee or contractor of the department of corrections who has contact with persons in the custody of the department of corrections; A noncertified deputy sheriff or detention officer who has contact with inmates; An employee or contractor of a community corrections program who has contact with offenders in the program; and Public defenders and alternate defense counsel. The act redefines ""law enforcement official"" and includes officials covered under that statutory definition within the broader definition of ""protected person"". Further, the act repeals the crime specific to law enforcement officials and includes those officials within the same crime that is now inclusive of all protected persons.In addition, the act adds all protected persons to the statutory provision that allows protected persons to submit a written request to a state or local government official to remove personal information, as defined in statute, from public records that are available on the internet.(Note: This summary applies to this bill as enacted.)",0
"HB21-1016","2021_2022","2021-RS","Transfer Jurisdiction To Veteran's Speciality Court","Courts & Judicial
Military & Veterans","Concerning the authority to transfer jurisdiction of a veteran defendant's case to a jurisdiction with a veteran's speciality court.","Under current law, a court must inquire at the defendant's first appearance whether the defendant is a veteran. If the jurisdiction does not have a veterans treatment court, the act requires the court to inform a veteran defendant of the possibility of petitioning to transfer the case to a jurisdiction with a veterans treatment court.The act allows a veteran defendant or defendant who is currently serving in the U.S. armed forces and who is suffering from a diagnosable mental health condition that is related to the veteran's military service to petition the court to transfer the supervision of any post disposition of the case to a jurisdiction with a veterans treatment court if the jurisdiction of trial does not have a veterans treatment court and the district attorney and any victim in a victim's rights case consent to the petition. The petition must include the jurisdiction that the defendant is seeking to have the case transferred to and a description of the services or supports the defendant is seeking to access from the veterans treatment court in that jurisdiction. After receiving a petition, the court must consult with the judge administering the veterans treatment court and the district attorney of the hosting jurisdiction. The court may grant the petition to transfer the supervision of probation in the case if the veterans treatment court and the district attorney in the hosting jurisdiction consent to the transfer and that jurisdiction has the current ability to provide the resources and support necessary to responsibly accept the transfer. If the host jurisdiction files a motion for revocation of the veterans treatment court program probation, the host jurisdiction shall conduct the revocation hearing. If probation is revoked, the host jurisdiction shall refer the matter to the original jurisdiction for resentencing.(Note: This summary applies to this bill as enacted.)",0
"HB21-1017","2021_2022","2021-RS","Protect Human Life At Conception","Crimes, Corrections, & Enforcement","Concerning the protection of human life beginning at conception.","The bill prohibits terminating the life of an unborn child and makes a violation a class 1 felony. The following are exceptions to the prohibition: A licensed physician performs a medical procedure designed or intended to prevent the death of a pregnant mother, if the physician makes reasonable medical efforts under the circumstances to preserve both the life of the mother and the life of her unborn child in a manner consistent with conventional medical practice; and A licensed physician provides medical treatment, including chemotherapy or removal of an ectopic pregnancy, to the mother that results in the accidental or unintentional injury to or death of the unborn child. The pregnant mother upon whom termination of the life of an unborn child is performed or attempted is not subject to a criminal penalty. The sale and use of contraception is not prohibited by the bill. A conviction related to the prohibition of the termination of the life of an unborn child constitutes unprofessional conduct for purposes of physician licensing. The bill states that any act, law, treaty, order, or regulation of the United States government that denies or prohibits protection of a human person's inalienable right to life is null, void, and unenforceable in this state and that the courts of the United States have no jurisdiction to interfere with Colorado's interest in protecting human life at conception when human life begins. (Note: This summary applies to this bill as introduced.)",0
"HB21-1018","2021_2022","2021-RS","Adoptive Parents Payments To Outside Providers","Children & Domestic Matters
Health Care & Health Insurance
Human Services","Concerning allowing adoptive parents who are parties to adoption assistance agreements to pay for medical services that would otherwise be reimbursable under the medical assistance program.","So long as it is not prohibited under federal law, the act permits adoptive parents who are parties to an adoption assistance agreement (agreement) to pay for services or items from a provider that is not enrolled in the medical assistance program. The services or items would otherwise be reimbursable under the medical assistance program pursuant to the terms of the agreement.The adoptive parents must determine if the special needs of the child or youth require items or services from the provider and must enter into a written agreement with the provider in which the adoptive parents agree to bear the cost of the items or services. The adoptive parents shall not seek reimbursement from the adoption assistance program or the medical assistance program after such items and services have been provided and paid for pursuant to the written agreement. Further, a county department of human or social services is not required to cover the cost of the items or services as part of the circumstances of the family or the anticipated needs of the eligible child or youth during subsidy negotiations; however, the act does not preclude consideration of any other family circumstances or anticipated needs for purposes of negotiating adoption assistance.The act requires the department of health care policy and financing to seek any federal authorization necessary pursuant to the medical assistance program to implement the policy.(Note: This summary applies to this bill as enacted.)",0
"HB21-1019","2021_2022","2021-RS","Modification To Regulations Of Factory-built Structures","State Government","Concerning modifications to the regulations of factory-built structures.","The act makes the following modifications to the regulations of factory-built structures, manufactured housing, and installers and sellers of manufactured housing:Clarifies that the division of housing (division) has enforcement powers over the installation and sale of manufactured homes and over the safety of hotels and multi-family structures where no other construction standards exist; Clarifies that a manufacturer who violates applicable law is subject to registration revocation or any other measures prescribed by the division or applicable law; Clarifies that a local government may enforce local rules governing the installation of factory-built housing that are approved by the division of housing; Clarifies that authority granted to the division is over work related to factory-built structures that is completed offsite or completed onsite with components shipped with the factory-built structure; Clarifies that a local government's authority is over work completed onsite and is not over work performed offsite or work that is completed onsite using components shipped with the factory-built structure; Allows the division to authorize a local government to inspect and charge fees related to work that is completed onsite using components shipped with a factory-built structure; Clarifies that a factory-built structure bearing an insignia of approval issued by the division complies with applicable state codes and local government installation requirements approved by the division; Clarifies that an insignia of approval affixed to the factory-built structure does not expire unless the design and construction of the factory-built structure has been modified by approved plans; Clarifies that a homeowner who installs a manufactured home for their own personal use is not required to register with the division; Allows the division to set the surety bond, insurance, and educational requirements for a registered installer of a manufactured home by rule-making; Creates disclosure requirements relating to financial instruments and legal actions for installation contracts; Requires installers to contact the division if the installer is not able to strictly comply with the manufacturer's instructions; Clarifies that a manufacturer must receive an installation authorization unless the installation is occurring in a jurisdiction where a local government is acting as an independent contractor; Clarifies that an installation insignia must be affixed to the manufactured home by the division or the local government independent contractor upon the completion of the installation; Clarifies what costs the installer may be required to pay if a manufactured home was not completely installed; Requires an insurer or financial institution to pay the division the amount of a claim against the letter of credit, certificate of deposit, or surety bond filed with the division by a registered installer if there has been a finding that the installer failed to perform as required by applicable law; Clarifies that a local government may only enact installation rules related to geographic or climatic conditions and any such rules cannot federal law; Allows a local government to require onsite mitigation addressing public safety requirements applicable to manufactured homes that comply with the federal manufactured home construction and safety standard; Clarifies that a person who is employed by a registered seller to negotiate for the sale of manufactured homes is not considered a seller for purposes of the applicable registration requirements; Allows the division to set escrow requirements and the minimum amount of a financial instrument filed by a registered seller of a manufactured home through rule-making; Removes the requirement that the division send the attorney general a monthly list of all persons registered and bonded with the division; Removes the restriction that any financial instrument filed with the division is only revocable upon the written consent of the attorney general; Clarifies the disclosures that are required to be made in contracts for the sale of manufactured homes; Clarifies that any fines paid to the division by a seller must be credited by the state treasurer to the building regulation fund; Clarifies the types of homes that may not be excluded by counties and municipalities; and Clarifies that a county or municipality must comply with the state requirements for local installation standards when enacting building code provisions for a manufactured home.(Note: This summary applies to this bill as enacted.)",0
"HB21-1020","2021_2022","2021-RS","Proton Beam Therapy For Cancer Treatment","Health Care & Health Insurance","Concerning the standard applied under a health benefit plan for determining coverage of proton beam therapy for the treatment of cancer.","The bill prohibits a health benefit plan that provides coverage for cancer treatment from applying a higher standard of clinical evidence for coverage of proton beam therapy than the health benefit plan applies for other radiation therapy treatment. (Note: This summary applies to this bill as introduced.)",0
"HB21-1021","2021_2022","2021-RS","Peer Support Professionals Behavioral Health","Human Services
Labor & Employment","Concerning supporting the peer support professional workforce, and, in connection therewith, making an appropriation.","The act requires the department of human services (state department) to establish procedures to approve recovery support services organizations for reimbursement of peer support professional services. The act also gives the executive director of the state department rule-making authority to establish other criteria and standards as necessary.The act permits a recovery support services organization to charge and submit for reimbursement from the medical assistance program certain eligible peer support services provided by peer support professionals.The act authorizes the department of health care policy and financing to reimburse recovery support services organizations for permissible claims for peer support services submitted under the medical services program.The act requires contracts entered into between the state department's office of behavioral health and designated managed service organizations to include terms and conditions related to the support of peer-run recovery support services organizations.For the 2021-22 state fiscal year, $28,654 is appropriated to the state department from the general fund for use by the office of behavioral health to implement this act.(Note: This summary applies to this bill as enacted.)",0
"HB21-1022","2021_2022","2021-RS","Surrogacy Agreements","Children & Domestic Matters
Courts & Judicial","Concerning the protection of parties through the enforcement of proper surrogacy agreements.","The act creates the ""Colorado Surrogacy Agreement Act"" (act). The act:Establishes eligibility requirements for entering into surrogacy agreements (agreements) and required elements of agreements; Contains provisions governing the termination of agreements and the effect of a death or a change in marital status of any of the parties to such agreements; Authorizes court orders recognizing and enforcing agreements; Specifies the duties of persons under agreements; Authorizes court orders determining parentage; and Creates new definitions for agreements.(Note: This summary applies to this bill as enacted.)",0
