"bill_id","term","session","title","keywords","long_title","summary","commem"
"HB19-1011","2019_2020","2019-RS","Scope Of Manufactured Home Sales Tax Exemption","Fiscal Policy & Taxes","Concerning clarification of the scope of an existing sales tax exemption for manufactured homes.","Manufactured homes - sales tax exemption clarification. As it existed before the enactment of the act, the state sales and use tax exemption statute (exemption statute) exempted from state sales tax, and through operation of another statute also exempted from local sales taxes, 48% of the purchase price for the initial sale of ""factory-built housing"" and 100% of the purchase price for any subsequent sale of a ""manufactured home"" (sales tax exemption). The exemption statute referenced another statute defining ""factory-built housing"", but in Senate Bill 03-182, concerning the consolidation of programs implemented by the department of local affairs that pertain to the regulation of construction, the general assembly replaced the existing definition of ""factory-built housing"" with a new definition of ""factory-built residential structure"", and the statute referenced in the exemption statute actually defines the latter term. This definition of ""factory-built residential structure"" includes only ""structures designed to be installed on a permanent foundation"" and therefore arguably limited the sales tax exemption, which had previously clearly applied to structures designed for occupancy in either temporary or permanent locations, to only those structures designed to be installed on permanent foundations. The act clarifies the scope of the sales tax exemption by amending the exemption statute to exempt ""manufactured homes"" instead of ""factory-built housing"", which clarifies that the sales tax exemption applies to homes designed to be installed on either temporary or permanent foundations. (Note: This summary applies to this bill as enacted.)",0
"HB19-1012","2019_2020","2019-RS","DPA Department Of Personnel Flexible Administration Of Controlled Maintenance Payments","Capital Construction","Concerning the flexibility of the department of personnel to administer the payment of controlled maintenance projects from the proceeds of lease-purchase agreements executed pursuant to Senate Bill 17-267.","Capital construction - controlled maintenance - state architect - flexibility in administering payment of certain projects. The act grants the state architect, through the executive director of the department of personnel, flexibility in administering the payment of certain controlled maintenance projects from the proceeds of the lease-purchase agreements executed as required by Senate Bill 17-267, concerning the sustainability of rural Colorado.(Note: This summary applies to this bill as enacted.)",0
"HB19-1013","2019_2020","2019-RS","Child Care Expenses Tax Credit Low-income Families","Fiscal Policy & Taxes","Concerning the extension of the income tax credit for child care expenses paid by a resident individual with a federal adjusted gross income of twenty-five thousand dollars or less.","Child care expenses - income tax credit - individuals with low income - extension. For income tax years prior to January 1, 2021, a resident individual who has a federal adjusted gross income of $25,000 or less may claim a refundable state income tax credit for child care expenses for the care of a dependent who is less than 13 years old. The act extends the tax credit for 8 years.(Note: This summary applies to this bill as enacted.)",0
"HB19-1014","2019_2020","2019-RS","Retail Food Establishments Inspection And Suspension","Business & Economic Development","Concerning the retail food establishment inspection process, and, in connection therewith, detailing the process for the suspension of a retail food establishment's license or certification of license.","Retail food establishments - inspections - penalties for violations. With respect to retail food establishment inspections, the act: Clarifies that emergency situations can create an ""imminent health hazard""; Repeals language that separated violations found during inspections into critical and noncritical violations; Clarifies that it is unlawful to continue to operate a retail food establishment that has had its license or certificate of license suspended; Aligns the requirements for the communication of inspection results with the determination of whether violations are sufficient to require a reinspection; Removes the minimum amount for a civil penalty and establishes the maximum amount as $1,000 for violations of rules promulgated by the department of public health and environment; Provides that a retail food establishment that is found to be in violation during 4 out of 5 inspections during a 12-month period is subject to a civil penalty not to exceed $1,000 and license suspension; and Adds unpaid license fees to the list of items on which a retail food establishment can spend an assessed penalty.(Note: This summary applies to this bill as enacted.)",0
"HB19-1015","2019_2020","2019-RS","Recreation Of The Colorado Water Institute","Higher Education
Water","Concerning the recreation of the Colorado water institute.","Colorado water institute recreation. The Colorado water institute was created in 1981 and automatically repealed in 2017. The act recreates the institute.(Note: This summary applies to this bill as enacted.)",0
"HB19-1016","2019_2020","2019-RS","Basic Skills Placement Tests For High School","Education & School Finance (Pre & K-12)","Concerning measures to ensure that the basic skills placement or assessment tests administered by institutions of higher education are available for use by high schools.","Under existing law, an institution of higher education (institution) is required to administer basic skills placement or assessment tests (tests) in English and math to matriculated students. The institution must select the tests from among those that meet standards established by the Colorado commission on higher education (CCHE). The bill prohibits an institution from using tests that are not available for use by school districts and high schools, including early colleges. CCHE must ensure that this requirement is included in the standards for these tests. (Note: This summary applies to this bill as introduced.)",0
"HB19-1017","2019_2020","2019-RS","Kindergarten Through Fifth Grade Social And Emotional Health Act","Education & School Finance (Pre & K-12)
Human Services","Concerning increasing access to school social workers in public elementary schools, and, in connection therewith, making an appropriation.","Colorado K-5 social and emotional heath act - pilot program - appropriation. The act creates the ""Colorado K-5 Social and Emotional Health Act"" (health act). Subject to available appropriations, the health act requires the department of education (department) to select up to 10 pilot schools (pilot school) to participate in a pilot program that ensures that a school mental health professional, as defined in the health act, is dedicated to each of grades kindergarten through fifth grade, with a ratio of mental health professionals to students of approximately one per 250 students. To the extent possible, the school mental health professional shall follow the same students through each grade. The general assembly shall appropriate the resources necessary for the pilot school to hire or contract with the additional school mental health professionals. The department shall select pilot schools that meet the characteristics outlined in the health act, including high poverty, ethnic diversity, and a large concentration of students in the foster care system. Among other responsibilities consistent with the mental health professional's license, the school mental health professional shall provide needed services to students and their families in the pilot school, including providing services and supports to students with learning disabilities, identifying food insecurities, providing resources to develop and improve the social and emotional health of students, and helping eligible students and their families access public benefits. Services must be provided at school and during school hours, as appropriate. The health act requires the department to employ or contract with a pilot program coordinator to oversee the implementation of the pilot program across the pilot schools. The pilot program begins operation during the 2020-21 school year and repeals in July 2023. The department shall contract with a professional program evaluator (evaluator) to conduct a preliminary evaluation in 2022 and a final evaluation before the repeal of the pilot program. The evaluator shall establish the method for the collection and monitoring of the pilot schools' data throughout the pilot program. The evaluator shall evaluate the effectiveness of services provided by the pilot program on the academic, mental, and physical health and well-being of the student cohorts within the scope of the pilot program. The health act authorizes the use of marijuana tax cash fund money and gifts, grants, or donations to fund the pilot program. For the 2019-20 state fiscal year, the act appropriates $43,114 and 0.4 FTE from the marijuana tax cash fund to the department of education to implement the health act. (Note: This summary applies to this bill as enacted.)",0
"HB19-1018","2019_2020","2019-RS","End Local Government Opt Out Of Unclaimed Property Act","Financial Services & Commerce
Local Government","Concerning the elimination of a local government's authority to opt out of the ""Unclaimed Property Act"".","Currently, if a local government enacts a local law related to the disposition of abandoned intangible property it holds for an owner and the local law is inconsistent with the requirements of the ""Unclaimed Property Act"" (act), then the local law controls the disposition of the property. Sections 2 and 4 of the bill eliminate this exception effective September 1, 2019, so that a local government is required to comply with the act like any other holder of abandoned intangible property. Section 3 requires a local government that holds intangible property that was previously exempt from the act to pay or deliver the property to the administrator on or before January 1, 2020. Section 1 specifies that a county's discretionary power to dispose of abandoned personal property acquired by an elected official or county employee only applies to tangible personal property and does not apply to intangible property, which is subject to the act.(Note: This summary applies to this bill as introduced.)",0
"HB19-1019","2019_2020","2019-RS","Psychotherapists Continuing Competency Requirements","Professions & Occupations","Concerning continuing professional competency requirements for psychotherapists.","The bill establishes continuing professional competency requirements for psychotherapists registered in Colorado by the state board of registered psychotherapists (board). The requirements mirror the continuing professional competency requirements established for social workers, marriage and family therapists, licensed professional counselors, and addiction counselors. On or before March 1, 2020, the board is required to adopt rules establishing a continuing professional competency program that includes the following elements: A self-assessment of the knowledge and skills of a registered psychotherapist; The development, execution, and documentation of a learning plan; and Periodic demonstration of knowledge and skills through documentation of activities.(Note: This summary applies to this bill as introduced.)",0
"HB19-1020","2019_2020","2019-RS","Capital Development Committee Administrative Matters","General Assembly","Concerning the clarification of certain administrative matters of the capital development committee.","Capital development committee - appointments - chair and vice-chair elections. The act clarifies who makes the appointments of members from the senate and the house of representatives to serve on the capital development committee and clarifies that the chair and vice-chair elections are made at the first December meeting of the capital development committee held after the general election in each even-numbered year.(Note: This summary applies to this bill as enacted.)",0
"HB19-1021","2019_2020","2019-RS","Repeal Ammunition Magazine Prohibition","Crimes, Corrections, & Enforcement","Concerning the repeal of certain provisions concerning ammunition magazines.","The bill repeals statutory provisions: Prohibiting the possession of certain ammunition magazines; and Requiring each of certain ammunition magazines that are manufactured in Colorado on or after July 1, 2013, to include a permanent stamp or marking indicating that the magazine was manufactured or assembled after July 1, 2013.(Note: This summary applies to this bill as introduced.)",0
"HB19-1022","2019_2020","2019-RS","Deadly Force Against Intruder At A Business","Crimes, Corrections, & Enforcement","Concerning the use of deadly physical force against a person who has made an illegal entry into a place of business.","The bill extends the right to use deadly physical force against an intruder under certain conditions to include owners, managers, and employees of a business. (Note: This summary applies to this bill as introduced.)",0
"HB19-1023","2019_2020","2019-RS","Foster Children Driving Licenses","Transportation & Motor Vehicles","Concerning issuance of driving authorization documents to foster children who are under eighteen years of age, and, in connection therewith, making an appropriation.","Driver's licenses - foster children - automobile insurance - appropriation. Section 1 of the act clarifies that a minor who is at least 16 years of age can purchase auto insurance. Section 2 exempts a foster child from being required, when being issued a driver's license, to have his or her foster parent or other legal guardian sign an affidavit of liability if the child holds evidence of financial responsibility in his or her own name. Section 2 also: Authorizes counties to provide a service that exempts foster children from needing a foster parent or other legal guardian to sign an affidavit of liability. The county may accept and expend gifts, grants, or donations to implement this program. Lowers to 17 the age at which the county need not obtain permission of a foster parent to obtain an instruction permit without a responsible adult signing an affidavit of liability; and Repeals a provision that authorizes a foster child to obtain an instruction permit if enrolled in a driving school. Section 3 allows any person who is at least 21 years of age and who holds a driver's license to sign a foster child's driving logs if the person provided the instruction. Section 4 authorizes anyone who is at least 21 years of age and who holds a driver's license to instruct a foster child with a driving permit notwithstanding that the person did not sign the affidavit of liability. Section 5 directs the transportation legislation review committee to examine barriers to foster children meeting the 50-hour driving requirement while holding an instruction permit and to foster children obtaining automobile liability insurance. Section 6 appropriates $6,750 to the department of revenue to implement the act. (Note: This summary applies to this bill as enacted.)",0
"HB19-1024","2019_2020","2019-RS","Colorado Youth Advisory Council Review Committee","General Assembly
State Government","Concerning creation of the Colorado youth advisory council review committee, and, in connection therewith, making an appropriation.","Colorado youth advisory council - review committee - appropriation. The Colorado youth advisory council review committee (review committee) is created to review the work of the Colorado youth advisory council (council) and recommend legislation affecting Colorado youth. The review committee is comprised of the legislative members of the council, 5 nonlegislative council members who are appointed by the council, and one member of the legislative council. The 5 legislative members of the review committee serve as voting members. All other members are nonvoting members. The review committee may meet up to 3 times each interim and recommend up to 3 bills to the legislative council. For the 2019-20 state fiscal year, the act appropriates $28,790 from the general fund to the legislative department to use as follows: $18,455 for use by legislative council staff; $6,889 for use by the committee on legal services; and $3,446 for use by the general assembly.(Note: This summary applies to this bill as enacted.)",0
"HB19-1025","2019_2020","2019-RS","Limits On Job Applicant Criminal History Inquiries","Labor & Employment","Concerning the timing of an inquiry into a job applicant's criminal history, and, in connection therewith, making an appropriation.","Hiring practices - limitations on criminal history inquiries - exceptions - enforcement - appropriation. Effective September 1, 2019, for employers with 11 or more employees, and effective September 1, 2021, for all employers, employers are prohibited from: Advertising that a person with a criminal history may not apply for a position; Placing a statement in an employment application that a person with a criminal history may not apply for a position; or Inquiring about an applicant's criminal history on an initial application. An employer may obtain a job applicant's publicly available criminal background report at any time. An employer is exempt from the restrictions on advertising and initial employment applications when: The law prohibits a person who has a particular criminal history from being employed in a particular job; The employer is participating in a program to encourage employment of people with criminal histories; or The employer is required by law to conduct a criminal history record check for the particular position. The department of labor and employment (department) is charged with enforcing the requirements of the act and may issue warnings and orders of compliance for violations and, for second or subsequent violations, impose civil penalties. A violation of the restrictions does not create a private cause of action, and the act does not create a protected class under employment anti-discrimination laws. The department is directed to adopt rules regarding procedures for handling complaints against employers. The department is appropriated $38,113 from the employment support fund and 0.6 FTE to implement the act. (Note: This summary applies to this bill as enacted.)",0
"HB19-1026","2019_2020","2019-RS","Parks And Wildlife Violations Of Law","Natural Resources & Environment","Concerning fines assessed for violations of laws administered by the division of parks and wildlife.","Parks and wildlife - increased fines - disposition of fines collected. With regard to fines imposed for violations of laws enforced by the division of parks and wildlife in the department of natural resources (division), the act changes the amount of certain fines and modifies the disposition of money collected from fines. Under current law, the state treasurer is required to credit half of the money collected from a fine imposed for a violation of laws enforced by the division to the general fund and half of the money to either the fund administered by the division that is relevant to the type of violation committed, if a division officer issued the citation, or to the local government or other state agency whose law enforcement officer issued the citation. Sections 4, 24, 32, and 36 of the act modify the disposition of fines collected as follows: If a parks and wildlife officer issues a citation for a fine, the state treasurer is required to credit all of the money collected from the associated fine to the fund administered by the division that is relevant to the type of violation committed; or If any other Colorado peace officer issues a citation for a fine, the state treasurer is required to credit half of the money collected from the associated fine to the fund administered by the division that is relevant to the type of violation committed and half of the money to the local government or other state agency whose law enforcement officer issued the citation. Sections 3 and 35 increase the fine for a violation of a rule for which there is not an associated statutory penalty listed from $50 to $100. Section 5 increases the following fines from $50 to $100: Procuring or using multiple licenses of the same type; possessing live wildlife without a license; fishing without a license; and hunting without having obtained a hunter education certificate. Section 6 modifies the fines for unlawfully possessing fish, mollusks, crustaceans, amphibians, or reptiles so that the fine is $35 for each such animal taken or possessed at one time. Section 7 increases the fine from $50 to $150 for refusing to allow an officer of the division or other peace officer to inspect personal identification documents, licenses, firearms, records, or wildlife and increases the fine from $50 to $100 for failing to void a license or carcass tag as required by the parks and wildlife commission (commission) by rule. Section 8 increases the fine for unlawfully transporting, exporting, importing, or releasing native wildlife from $50 to $200. Section 9 increases the fine for hunting, trapping, or fishing on private property or for unlawfully posting on or otherwise indicating that public land is privately owned land from $100 to $200. Section 10 increases the fines for failing to attempt to locate big game that has been wounded from $100 to $200 and for using wildlife as bait from $100 to $200. Section 11 increases the fine from $50 to $100 for failing to wear fluorescent pink or daylight fluorescent orange garments while hunting elk, deer, pronghorn, moose, or black bear with a firearm. Section 12 increases the fine for possessing a loaded firearm in a motor vehicle from $50 to $100. Section 13 increases the fine for shooting from a public road from $50 to $100. Section 14 increases the fine for using division property in violation of any commission rule from $50 to $100. Section 15 increases the fine for knowingly luring a bear with food or edible waste from $100 to $200 for a first offense, $500 to $1,000 for a second offense, and $1,000 to $2,000 for a third or subsequent offense. Section 16 authorizes the commission, by rule, to allow for the possession, importation, exportation, shipment, or transportation of an aquatic nuisance species. Section 17 exempts from the prohibition against transferring park passes the transfer of a park pass pursuant to a commission rule regarding the manner by which a pass may be transferred. Section 18 increases the fine from $50 to $100 for using or possessing certain vessels that have not been issued a number. Section 19 increases the fine for violating certain personal watercraft equipment requirements from $50 to $100. Section 20 increases the fine for violating the minimum age requirements for operating a motorboat from $50 to $100. Section 21 increases the fine from $50 to $100 for operating a vessel: That is not properly equipped, in excess of noise restrictions, above wakeless speed, in violation of any commission rule, or, with respect to personal watercraft only, between 1/2 hour after sunset and 1/2 hour before sunrise. Section 21 also increases the fine for operating a vessel in a careless or imprudent manner from $100 to $200. Section 22 increases the fine from $100 to $200 for operating water skis or similar devices in a careless manner or operating a vessel towing water skis or a similar device in a manner as to cause the device or person on the device to collide with or strike an object or person. Section 22 also requires a person on a stand-up paddleboard to have a readily accessible personal flotation device and increases the fine from $50 to $100 for failing to wear a personal flotation device on water skis or similar devices, violating commission rules regarding the safe operation of water skis or similar devices, or violating commission rules prohibiting the use of single-chambered air-inflated devices on rivers or streams under certain conditions. Sections 23, 25 through 28, and 30 increase the fines for various snowmobile operational violations from $50 to $100. Section 29 increases the fine for operating a snowmobile in a careless or imprudent manner from $100 to $200. Section 29 also increases the fine from $50 to $100 for a snowmobile owner who, while the owner's snowmobile is under the owner's control, allows another to operate the snowmobile in a careless or imprudent manner, in a manner in wanton or willful disregard for safety, or under the influence of alcohol or a controlled substance. Section 31 increases the fine for operating an unnumbered, unregistered off-highway vehicle (OHV) from $50 to $100. Section 31 also increases the fine from $35 to $100 for operating a nonresident-owned or -operated OHV that does not have a valid license or registration from another state or has been in this state for more than 30 days but for which a permit has not been issued. Section 33 increases the fine for operating an OHV in violation of road crossing restrictions from $50 to $100. Section 34 increases the fine for operating an OHV without obtaining and displaying an off-highway use permit from $50 to $100. Section 37 increases the fine for unlawful camping from $50 to $100 if the person is camping in an area located in a state park or state recreation area that is not designated for camping and adds a fine in an amount equal to 5 times the cost of a permit for a campsite if the person is camping at a campsite without having obtained a valid permit. Section 38 increases the fine from $50 to $100, with respect to a motor vehicle or vessel on property under the control of the division, for the following activities: Operating or parking outside of designated areas or in excess of posted speed limits; parking in a manner that impedes the normal flow of traffic; leaving a motor vehicle or vessel unattended for more than 24 hours; or operating or parking a motor vehicle without having first purchased a required pass or permit. (Note: This summary applies to this bill as enacted.)",0
